organism_full,std_status,std_tested_list,std_missing_list,count
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Phenicol, Tetracycline","Folate pathway antagonists, Lincosamides, Penicillins",8.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Tetracycline","Lincosamides, Penicillins, Phenicol",6.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Tetracycline","Folate pathway antagonists, Macrolides, Phenicol",6.0
Streptococcus pneumoniae,Missing 3,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol, Tetracycline","Cephalosporins, Macrolides, Penicillins",6.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Phenicol, Tetracycline","Folate pathway antagonists, Glycopeptides, Penicillins",5.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol","Macrolides, Penicillins, Tetracycline",4.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins","Folate pathway antagonists, Phenicol, Tetracycline",4.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol, Tetracycline","Folate pathway antagonists, Macrolides, Penicillins",4.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol","Fluoroquinolones, Folate pathway antagonists, Tetracycline",4.0
Streptococcus pneumoniae,Missing 3,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline","Cephalosporins, Folate pathway antagonists, Phenicol",4.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline","Fluoroquinolones, Glycopeptides, Phenicol",3.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Macrolides",3.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol","Folate pathway antagonists, Macrolides, Tetracycline",2.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol","Fluoroquinolones, Macrolides, Tetracycline",2.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol","Fluoroquinolones, Glycopeptides, Tetracycline",2.0
Streptococcus pneumoniae,Missing 3,"Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Macrolides",2.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins","Lincosamides, Phenicol, Tetracycline",1.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline","Lincosamides, Macrolides, Phenicol",1.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol, Tetracycline","Glycopeptides, Lincosamides, Penicillins",1.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Tetracycline","Folate pathway antagonists, Glycopeptides, Phenicol",1.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins, Phenicol, Tetracycline","Folate pathway antagonists, Glycopeptides, Macrolides",1.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline","Fluoroquinolones, Lincosamides, Phenicol",1.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol, Tetracycline","Fluoroquinolones, Glycopeptides, Penicillins",1.0
Streptococcus pneumoniae,Missing 3,"Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Glycopeptides",1.0
Streptococcus pneumoniae,Missing 3,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins","Cephalosporins, Phenicol, Tetracycline",1.0
Streptococcus pneumoniae,Missing 3,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Tetracycline","Cephalosporins, Macrolides, Phenicol",1.0
Streptococcus pneumoniae,Missing 3,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol","Cephalosporins, Lincosamides, Tetracycline",1.0
Streptococcus pneumoniae,Missing 3,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol","Cephalosporins, Folate pathway antagonists, Tetracycline",1.0
Streptococcus pneumoniae,Missing 3,"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol","Cephalosporins, Fluoroquinolones, Tetracycline",1.0
Streptococcus pneumoniae,Missing 3,"Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Lincosamides",1.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides","Cephalosporins, Penicillins, Phenicol, Tetracycline",3088.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides","Fluoroquinolones, Penicillins, Phenicol, Tetracycline",1282.0
Streptococcus pneumoniae,Missing 4,"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol","Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline",588.0
Streptococcus pneumoniae,Missing 4,"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Tetracycline","Cephalosporins, Fluoroquinolones, Penicillins, Phenicol",385.0
Streptococcus pneumoniae,Missing 4,"Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",290.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides","Glycopeptides, Penicillins, Phenicol, Tetracycline",213.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides","Folate pathway antagonists, Penicillins, Phenicol, Tetracycline",206.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol","Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline",186.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Tetracycline","Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol",115.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol",87.0
Streptococcus pneumoniae,Missing 4,"Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins",72.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides","Lincosamides, Penicillins, Phenicol, Tetracycline",55.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol","Cephalosporins, Lincosamides, Penicillins, Tetracycline",54.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Tetracycline","Cephalosporins, Macrolides, Penicillins, Phenicol",46.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Phenicol","Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline",44.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Tetracycline","Cephalosporins, Lincosamides, Penicillins, Phenicol",42.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Tetracycline","Fluoroquinolones, Lincosamides, Penicillins, Phenicol",36.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Glycopeptides, Macrolides, Phenicol, Tetracycline","Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins",36.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides","Macrolides, Penicillins, Phenicol, Tetracycline",32.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Macrolides, Phenicol, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins",31.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline","Cephalosporins, Glycopeptides, Penicillins, Phenicol",27.0
Streptococcus pneumoniae,Missing 4,"Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol",26.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins","Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline",24.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol",23.0
Streptococcus pneumoniae,Missing 4,"Folate pathway antagonists, Lincosamides, Macrolides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins",23.0
Streptococcus pneumoniae,Missing 4,"Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Macrolides, Penicillins",17.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol","Fluoroquinolones, Lincosamides, Penicillins, Tetracycline",16.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Tetracycline","Glycopeptides, Lincosamides, Penicillins, Phenicol",15.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Phenicol, Tetracycline","Cephalosporins, Lincosamides, Macrolides, Penicillins",13.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins","Fluoroquinolones, Glycopeptides, Phenicol, Tetracycline",11.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol, Tetracycline","Cephalosporins, Glycopeptides, Lincosamides, Penicillins",11.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Tetracycline","Fluoroquinolones, Macrolides, Penicillins, Phenicol",10.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol","Cephalosporins, Glycopeptides, Penicillins, Tetracycline",9.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Tetracycline","Folate pathway antagonists, Macrolides, Penicillins, Phenicol",8.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol, Tetracycline","Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins",8.0
Streptococcus pneumoniae,Missing 4,"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins","Cephalosporins, Fluoroquinolones, Phenicol, Tetracycline",7.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Lincosamides, Phenicol, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins",6.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Lincosamides, Macrolides, Phenicol, Tetracycline","Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins",6.0
Streptococcus pneumoniae,Missing 4,"Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides",6.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins","Fluoroquinolones, Macrolides, Phenicol, Tetracycline",5.0
Streptococcus pneumoniae,Missing 4,"Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Tetracycline","Cephalosporins, Fluoroquinolones, Macrolides, Phenicol",5.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Tetracycline","Lincosamides, Macrolides, Penicillins, Phenicol",4.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline","Fluoroquinolones, Glycopeptides, Penicillins, Phenicol",4.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Phenicol, Tetracycline","Fluoroquinolones, Lincosamides, Macrolides, Penicillins",3.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol","Fluoroquinolones, Glycopeptides, Penicillins, Tetracycline",3.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Lincosamides, Macrolides, Penicillins, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Phenicol",3.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol","Glycopeptides, Lincosamides, Penicillins, Tetracycline",2.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol","Folate pathway antagonists, Macrolides, Penicillins, Tetracycline",2.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Tetracycline","Folate pathway antagonists, Lincosamides, Penicillins, Phenicol",2.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol","Fluoroquinolones, Macrolides, Penicillins, Tetracycline",2.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins","Fluoroquinolones, Lincosamides, Phenicol, Tetracycline",2.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Macrolides, Penicillins, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Lincosamides, Phenicol",2.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol","Cephalosporins, Macrolides, Penicillins, Tetracycline",2.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Tetracycline","Glycopeptides, Macrolides, Penicillins, Phenicol",1.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins","Glycopeptides, Lincosamides, Phenicol, Tetracycline",1.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Tetracycline","Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol",1.0
Streptococcus pneumoniae,Missing 4,"Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol","Fluoroquinolones, Folate pathway antagonists, Macrolides, Tetracycline",1.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins","Cephalosporins, Macrolides, Phenicol, Tetracycline",1.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Tetracycline","Cephalosporins, Folate pathway antagonists, Macrolides, Phenicol",1.0
Streptococcus pneumoniae,Missing 4,"Fluoroquinolones, Glycopeptides, Penicillins, Phenicol, Tetracycline","Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides",1.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides","Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, Tetracycline",3899.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides","Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline",826.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides","Cephalosporins, Glycopeptides, Penicillins, Phenicol, Tetracycline",471.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides","Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline",406.0
Streptococcus pneumoniae,Missing 5,"Glycopeptides, Lincosamides, Macrolides, Phenicol","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline",367.0
Streptococcus pneumoniae,Missing 5,"Glycopeptides, Macrolides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins",341.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Glycopeptides, Macrolides, Tetracycline","Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins, Phenicol",208.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol","Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins, Tetracycline",182.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Lincosamides, Macrolides, Phenicol","Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins, Tetracycline",161.0
Streptococcus pneumoniae,Missing 5,"Glycopeptides, Lincosamides, Macrolides, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol",161.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides","Cephalosporins, Macrolides, Penicillins, Phenicol, Tetracycline",158.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides","Fluoroquinolones, Glycopeptides, Penicillins, Phenicol, Tetracycline",82.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides","Cephalosporins, Lincosamides, Penicillins, Phenicol, Tetracycline",75.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides","Fluoroquinolones, Lincosamides, Penicillins, Phenicol, Tetracycline",51.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Glycopeptides, Lincosamides, Tetracycline","Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins, Phenicol",46.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides","Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, Tetracycline",43.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline","Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins, Phenicol",27.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides","Fluoroquinolones, Macrolides, Penicillins, Phenicol, Tetracycline",26.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Glycopeptides, Lincosamides, Tetracycline","Cephalosporins, Fluoroquinolones, Macrolides, Penicillins, Phenicol",21.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Macrolides, Tetracycline","Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol",15.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides","Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol, Tetracycline",14.0
Streptococcus pneumoniae,Missing 5,"Glycopeptides, Lincosamides, Penicillins, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol",14.0
Streptococcus pneumoniae,Missing 5,"Glycopeptides, Lincosamides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins",14.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides","Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline",13.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides","Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline",13.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides","Folate pathway antagonists, Macrolides, Penicillins, Phenicol, Tetracycline",13.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Glycopeptides, Lincosamides, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Phenicol",13.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Tetracycline","Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol",12.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Glycopeptides, Macrolides, Tetracycline","Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol",12.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol","Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Tetracycline",10.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides","Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline",7.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Glycopeptides, Macrolides, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol",7.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Lincosamides, Macrolides, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol",7.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Lincosamides, Macrolides, Tetracycline","Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol",7.0
Streptococcus pneumoniae,Missing 5,"Glycopeptides, Lincosamides, Macrolides, Penicillins","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline",7.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Glycopeptides, Phenicol, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins",6.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol","Cephalosporins, Fluoroquinolones, Macrolides, Penicillins, Tetracycline",6.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Glycopeptides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins",6.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Macrolides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins",6.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Tetracycline","Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol",4.0
Streptococcus pneumoniae,Missing 5,"Lincosamides, Macrolides, Phenicol, Tetracycline","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins",4.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Lincosamides, Macrolides, Penicillins","Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Phenicol, Tetracycline",3.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Lincosamides, Penicillins, Tetracycline","Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Phenicol",3.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol","Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins, Tetracycline",3.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Macrolides, Phenicol, Tetracycline","Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins",3.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Glycopeptides, Phenicol","Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline",2.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Lincosamides, Tetracycline","Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol",2.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Glycopeptides, Lincosamides, Penicillins","Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol, Tetracycline",2.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Glycopeptides, Macrolides, Phenicol","Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Tetracycline",2.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Tetracycline","Cephalosporins, Glycopeptides, Macrolides, Penicillins, Phenicol",2.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Macrolides, Tetracycline","Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol",2.0
Streptococcus pneumoniae,Missing 5,"Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline","Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins",2.0
Streptococcus pneumoniae,Missing 5,"Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins","Cephalosporins, Fluoroquinolones, Macrolides, Phenicol, Tetracycline",2.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol","Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline",1.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline","Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",1.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Fluoroquinolones, Glycopeptides, Tetracycline","Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol",1.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins","Fluoroquinolones, Lincosamides, Macrolides, Phenicol, Tetracycline",1.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Phenicol","Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Tetracycline",1.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins","Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol, Tetracycline",1.0
Streptococcus pneumoniae,Missing 5,"Cephalosporins, Folate pathway antagonists, Macrolides, Phenicol","Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Tetracycline",1.0
